,idf_weights
shop,7.773080375655535
teenager,7.773080375655535
trumpcrash,7.773080375655535
need first,7.773080375655535
user come,7.773080375655535
neck,7.773080375655535
shove,7.773080375655535
premier,7.773080375655535
trumpplague,7.773080375655535
teach lesson,7.773080375655535
prepurchased,7.773080375655535
prepurchased pass,7.773080375655535
taxpayer,7.773080375655535
tell corona,7.773080375655535
need see,7.773080375655535
never happen,7.773080375655535
shift blame,7.773080375655535
never forget,7.773080375655535
people line,7.773080375655535
reference,7.773080375655535
tell name,7.773080375655535
never call,7.773080375655535
never bully,7.773080375655535
shelter,7.773080375655535
nerve,7.773080375655535
refer chinese,7.773080375655535
reelection bid,7.773080375655535
want president,7.773080375655535
need stand,7.773080375655535
practically,7.773080375655535
tell go,7.773080375655535
needle,7.773080375655535
pre,7.773080375655535
precaution,7.773080375655535
shit bully,7.773080375655535
trump zero,7.773080375655535
precious,7.773080375655535
need understand,7.773080375655535
reduce risk,7.773080375655535
trump never,7.773080375655535
user gonna,7.773080375655535
trump need,7.773080375655535
trump kill,7.773080375655535
think go,7.773080375655535
user leave,7.773080375655535
oh yeah,7.773080375655535
school kid,7.773080375655535
think cyber,7.773080375655535
user learn,7.773080375655535
think corona,7.773080375655535
officially potus,7.773080375655535
offer,7.773080375655535
user last,7.773080375655535
occasion,7.773080375655535
plummet,7.773080375655535
user kill,7.773080375655535
user joke,7.773080375655535
relevant,7.773080375655535
relentlessly,7.773080375655535
pmqs,7.773080375655535
thing people,7.773080375655535
virus probably,7.773080375655535
pneumonia,7.773080375655535
scum,7.773080375655535
po,7.773080375655535
school go,7.773080375655535
think hope,7.773080375655535
podium,7.773080375655535
scheme,7.773080375655535
remove,7.773080375655535
user many,7.773080375655535
one corona,7.773080375655535
one care,7.773080375655535
virus insult,7.773080375655535
one call,7.773080375655535
please call,7.773080375655535
trump ignore,7.773080375655535
please let,7.773080375655535
omfg,7.773080375655535
virus least,7.773080375655535
ploy,7.773080375655535
think people,7.773080375655535
school abduction,7.773080375655535
user little,7.773080375655535
school close,7.773080375655535
virus maybe,7.773080375655535
religious,7.773080375655535
user liar,7.773080375655535
trump keep,7.773080375655535
old man,7.773080375655535
think need,7.773080375655535
thing need,7.773080375655535
obama's,7.773080375655535
theyre,7.773080375655535
user happy,7.773080375655535
normalize,7.773080375655535
user honestly,7.773080375655535
pompeo,7.773080375655535
pompous,7.773080375655535
virus seem,7.773080375655535
virus shit,7.773080375655535
user hi,7.773080375655535
nobody care,7.773080375655535
thing china,7.773080375655535
trump name,7.773080375655535
nightmare,7.773080375655535
political opponent,7.773080375655535
poor kid,7.773080375655535
nigga,7.773080375655535
thing bully,7.773080375655535
reign,7.773080375655535
user guy,7.773080375655535
segment,7.773080375655535
regulation,7.773080375655535
thick,7.773080375655535
thi,7.773080375655535
virus that's,7.773080375655535
virus save,7.773080375655535
north eastern,7.773080375655535
nyc,7.773080375655535
nowadays,7.773080375655535
user instead,7.773080375655535
sea,7.773080375655535
seatbelt,7.773080375655535
seatbelt flotation,7.773080375655535
virus put,7.773080375655535
number one,7.773080375655535
user indeed,7.773080375655535
thing know,7.773080375655535
nowhere,7.773080375655535
trump leadership,7.773080375655535
novel coronavirus,7.773080375655535
virus sad,7.773080375655535
novel corona,7.773080375655535
nov,7.773080375655535
relationship,7.773080375655535
security,7.773080375655535
virus respond,7.773080375655535
thing give,7.773080375655535
nothing covid,7.773080375655535
see bully,7.773080375655535
trump lose,7.773080375655535
political correctness,7.773080375655535
save world,7.773080375655535
"
",7.773080375655535
let forget,7.773080375655535
biden2020,7.773080375655535
big issue,7.773080375655535
debate trump,7.773080375655535
health customer,7.773080375655535
health expert,7.773080375655535
death rate,7.773080375655535
big corporation,7.773080375655535
healthcare system,7.773080375655535
blame everyone,7.773080375655535
bid dismiss,7.773080375655535
best thing,7.773080375655535
best friend,7.773080375655535
china nothing,7.773080375655535
hella,7.773080375655535
bernie's,7.773080375655535
big picture,7.773080375655535
bigly,7.773080375655535
he's trick,7.773080375655535
he's call,7.773080375655535
billion,7.773080375655535
billionaire,7.773080375655535
he,7.773080375655535
birth,7.773080375655535
china like,7.773080375655535
bitch bully,7.773080375655535
bizarre,7.773080375655535
china force,7.773080375655535
hate bully,7.773080375655535
declare bankruptcy,7.773080375655535
china criminal,7.773080375655535
blame democrat,7.773080375655535
china china,7.773080375655535
china please,7.773080375655535
help anyone,7.773080375655535
help bully,7.773080375655535
china try,7.773080375655535
holy,7.773080375655535
holiday,7.773080375655535
hold rally,7.773080375655535
hold coronavirus,7.773080375655535
day day,7.773080375655535
day go,7.773080375655535
chineese,7.773080375655535
ho,7.773080375655535
day user,7.773080375655535
chinavirus,7.773080375655535
china would,7.773080375655535
hkers,7.773080375655535
bebetter,7.773080375655535
become bully,7.773080375655535
hispanic,7.773080375655535
help fight,7.773080375655535
china stop,7.773080375655535
china smear,7.773080375655535
deal he's,7.773080375655535
dealt,7.773080375655535
hey american,7.773080375655535
being,7.773080375655535
belief,7.773080375655535
heritage,7.773080375655535
believe covid,7.773080375655535
believe reduce,7.773080375655535
hence,7.773080375655535
dear mr,7.773080375655535
help state,7.773080375655535
china say,7.773080375655535
harrassing,7.773080375655535
harm chinese,7.773080375655535
covidiots,7.773080375655535
bottom,7.773080375655535
govs,7.773080375655535
charity,7.773080375655535
charm,7.773080375655535
box,7.773080375655535
demonstrate,7.773080375655535
bout,7.773080375655535
grade school,7.773080375655535
hard time,7.773080375655535
grandma,7.773080375655535
grasp,7.773080375655535
chase,7.773080375655535
bother,7.773080375655535
grateful,7.773080375655535
botch,7.773080375655535
boy bully,7.773080375655535
government's,7.773080375655535
denier,7.773080375655535
boycott,7.773080375655535
boyfriend,7.773080375655535
denying,7.773080375655535
gov't,7.773080375655535
change name,7.773080375655535
deplorables,7.773080375655535
good look,7.773080375655535
good job,7.773080375655535
breakdown,7.773080375655535
ch,7.773080375655535
desist,7.773080375655535
brexit negotiation,7.773080375655535
goddamn,7.773080375655535
go try,7.773080375655535
cheap,7.773080375655535
bot,7.773080375655535
democrat hoax,7.773080375655535
guy go,7.773080375655535
defeat virus,7.773080375655535
blame obama,7.773080375655535
blame trump,7.773080375655535
harassment bullying,7.773080375655535
harassment bully,7.773080375655535
blamegame,7.773080375655535
blatantly,7.773080375655535
defense,7.773080375655535
defense production,7.773080375655535
defer state,7.773080375655535
hair,7.773080375655535
childhood,7.773080375655535
bluff bully,7.773080375655535
board,7.773080375655535
bombastic,7.773080375655535
green light,7.773080375655535
child get,7.773080375655535
guide,7.773080375655535
guidance,7.773080375655535
bombastic bullying,7.773080375655535
bone,7.773080375655535
guarantee,7.773080375655535
bone spur,7.773080375655535
grown,7.773080375655535
grow stop,7.773080375655535
boomer,7.773080375655535
child corona,7.773080375655535
grocery,7.773080375655535
grip,7.773080375655535
cheating devisive,7.773080375655535
beat asian,7.773080375655535
home joke,7.773080375655535
bcoz,7.773080375655535
income,7.773080375655535
inability lead,7.773080375655535
asian person,7.773080375655535
coat,7.773080375655535
coerce,7.773080375655535
incoherent,7.773080375655535
crime bullying,7.773080375655535
cold virus,7.773080375655535
bc coronavirus,7.773080375655535
asian due,7.773080375655535
incorrect,7.773080375655535
crew,7.773080375655535
creepy,7.773080375655535
incredibly,7.773080375655535
asian country,7.773080375655535
criminal party,7.773080375655535
asian ppl,7.773080375655535
cripple,7.773080375655535
asian student,7.773080375655535
crisis elude,7.773080375655535
critical,7.773080375655535
impress,7.773080375655535
ask help,7.773080375655535
important thing,7.773080375655535
close border,7.773080375655535
implement,7.773080375655535
impervious,7.773080375655535
immunity,7.773080375655535
immune bully,7.773080375655535
crown,7.773080375655535
click,7.773080375655535
immoral,7.773080375655535
asian chinese,7.773080375655535
collectively,7.773080375655535
indoctrination,7.773080375655535
come across,7.773080375655535
interfere,7.773080375655535
come school,7.773080375655535
come home,7.773080375655535
intentionally,7.773080375655535
come forward,7.773080375655535
intent home,7.773080375655535
arm,7.773080375655535
come country,7.773080375655535
coward bully,7.773080375655535
integrity,7.773080375655535
insurance big,7.773080375655535
come bully,7.773080375655535
instigate,7.773080375655535
around bully,7.773080375655535
combination,7.773080375655535
industry,7.773080375655535
insipid,7.773080375655535
arrogance,7.773080375655535
insensitive whine,7.773080375655535
crash get,7.773080375655535
inquiry,7.773080375655535
crawl,7.773080375655535
asap,7.773080375655535
initially,7.773080375655535
informative,7.773080375655535
inform,7.773080375655535
color skin,7.773080375655535
influence,7.773080375655535
infect virus,7.773080375655535
create coronavirus,7.773080375655535
cruise ship,7.773080375655535
immediate,7.773080375655535
immature bully,7.773080375655535
bankruptcy,7.773080375655535
human right,7.773080375655535
human race,7.773080375655535
human being,7.773080375655535
bad news,7.773080375655535
bad people,7.773080375655535
bad president,7.773080375655535
chosen,7.773080375655535
badger,7.773080375655535
house try,7.773080375655535
balance,7.773080375655535
hot,7.773080375655535
hostage,7.773080375655535
dance,7.773080375655535
horribly,7.773080375655535
hopefully,7.773080375655535
humble,7.773080375655535
bar,7.773080375655535
barely,7.773080375655535
hope take,7.773080375655535
barr,7.773080375655535
chinese girl,7.773080375655535
chinese even,7.773080375655535
battle covid,7.773080375655535
honesty,7.773080375655535
honestly think,7.773080375655535
bc bully,7.773080375655535
chinese descent,7.773080375655535
homophobia,7.773080375655535
homeschooled,7.773080375655535
day cry,7.773080375655535
bad case,7.773080375655535
hunch,7.773080375655535
attack world,7.773080375655535
away bully,7.773080375655535
imagine asian,7.773080375655535
im go,7.773080375655535
class online,7.773080375655535
class bully,7.773080375655535
aunt,7.773080375655535
clap,7.773080375655535
cure covid,7.773080375655535
auspol,7.773080375655535
ie,7.773080375655535
idol,7.773080375655535
idiotinchief,7.773080375655535
cure virus,7.773080375655535
automatically,7.773080375655535
civil service,7.773080375655535
away can't,7.773080375655535
back bullying,7.773080375655535
i've see,7.773080375655535
curse,7.773080375655535
i'm get,7.773080375655535
away everyone,7.773080375655535
customer put,7.773080375655535
hysterical,7.773080375655535
away like,7.773080375655535
hysteria,7.773080375655535
cut 80,7.773080375655535
cite,7.773080375655535
away make,7.773080375655535
hurting,7.773080375655535
hurricane dorian,7.773080375655535
christmas,7.773080375655535
go thru,7.773080375655535
go school,7.773080375655535
go outside,7.773080375655535
execute,7.773080375655535
exaggerated,7.773080375655535
bully priti,7.773080375655535
exclusive,7.773080375655535
bully primary,7.773080375655535
bully press,7.773080375655535
call racist,7.773080375655535
executive,7.773080375655535
feel good,7.773080375655535
draft,7.773080375655535
bully poor,7.773080375655535
bully political,7.773080375655535
bully please,7.773080375655535
downplay severity,7.773080375655535
bully physically,7.773080375655535
ew,7.773080375655535
evolve,7.773080375655535
evil tyranny,7.773080375655535
bully push,7.773080375655535
draw,7.773080375655535
bully quit,7.773080375655535
bully race,7.773080375655535
everyone would,7.773080375655535
everyone talk,7.773080375655535
everyone go,7.773080375655535
driver,7.773080375655535
bully region,7.773080375655535
bully scar,7.773080375655535
bully senior,7.773080375655535
call ebola,7.773080375655535
drop rate,7.773080375655535
call chinesevirus,7.773080375655535
campus,7.773080375655535
down,7.773080375655535
dorian,7.773080375655535
can't call,7.773080375655535
bully leader,7.773080375655535
fee,7.773080375655535
bully leave,7.773080375655535
february,7.773080375655535
fb group,7.773080375655535
bully lol,7.773080375655535
favor,7.773080375655535
can't direct,7.773080375655535
faux,7.773080375655535
fault call,7.773080375655535
bully mean,7.773080375655535
fat bully,7.773080375655535
donaldtrump,7.773080375655535
fandom,7.773080375655535
donnie's,7.773080375655535
f ck,7.773080375655535
bully mob,7.773080375655535
bully mr,7.773080375655535
fake outrage,7.773080375655535
dont bully,7.773080375655535
dont let,7.773080375655535
failed,7.773080375655535
bully news,7.773080375655535
bully nothing,7.773080375655535
fact straight,7.773080375655535
can't believe,7.773080375655535
face face,7.773080375655535
face crisis,7.773080375655535
door,7.773080375655535
bully online,7.773080375655535
every chinese,7.773080375655535
bully silence,7.773080375655535
every asian,7.773080375655535
elude,7.773080375655535
bullying want,7.773080375655535
endure,7.773080375655535
bullying violence,7.773080375655535
bullying u,7.773080375655535
encourage officially,7.773080375655535
bully western,7.773080375655535
empty,7.773080375655535
bully wh,7.773080375655535
bullying tweet,7.773080375655535
emotional,7.773080375655535
bullying trump,7.773080375655535
bullying republican,7.773080375655535
elude capacity,7.773080375655535
bully year,7.773080375655535
ebola african,7.773080375655535
engage,7.773080375655535
economic impact,7.773080375655535
bullying harassment,7.773080375655535
bullying harass,7.773080375655535
bullying abuse,7.773080375655535
either way,7.773080375655535
bullying allegation,7.773080375655535
economy bully,7.773080375655535
either bully,7.773080375655535
bullying asian,7.773080375655535
economy people,7.773080375655535
eh,7.773080375655535
bullying behavior,7.773080375655535
bullying campaign,7.773080375655535
bullying child,7.773080375655535
bully victim,7.773080375655535
engagement,7.773080375655535
call bullying,7.773080375655535
bully staff,7.773080375655535
bully simply,7.773080375655535
ever see,7.773080375655535
ever bully,7.773080375655535
bully small,7.773080375655535
bully social,7.773080375655535
even virus,7.773080375655535
cabinet,7.773080375655535
even people,7.773080375655535
ca,7.773080375655535
buy silence,7.773080375655535
even cancellation,7.773080375655535
bully son,7.773080375655535
bully speak,7.773080375655535
even asian,7.773080375655535
bully steal,7.773080375655535
bully ur,7.773080375655535
bus crash,7.773080375655535
esp,7.773080375655535
dummy,7.773080375655535
bully still,7.773080375655535
bully student,7.773080375655535
erase,7.773080375655535
dy,7.773080375655535
epic,7.773080375655535
entity,7.773080375655535
entitle overly,7.773080375655535
e g,7.773080375655535
entitle,7.773080375655535
entire world,7.773080375655535
bully treat,7.773080375655535
bully know,7.773080375655535
bully keep,7.773080375655535
go make,7.773080375655535
germany,7.773080375655535
gaslighted,7.773080375655535
geez,7.773080375655535
generally,7.773080375655535
category,7.773080375655535
die still,7.773080375655535
germ,7.773080375655535
get back,7.773080375655535
bully joke,7.773080375655535
bully asia,7.773080375655535
cause coronavirus,7.773080375655535
get big,7.773080375655535
bully another,7.773080375655535
cause think,7.773080375655535
dictatorship,7.773080375655535
catch coronavirus,7.773080375655535
gas,7.773080375655535
differentiate,7.773080375655535
bully bluster,7.773080375655535
case coronavirus,7.773080375655535
g7,7.773080375655535
direct hate,7.773080375655535
bully bullshit,7.773080375655535
director,7.773080375655535
disabled,7.773080375655535
disappear china,7.773080375655535
disappointed,7.773080375655535
fuel hate,7.773080375655535
fuckwit,7.773080375655535
fucking virus,7.773080375655535
fucker,7.773080375655535
caribbean,7.773080375655535
dickhead,7.773080375655535
get fact,7.773080375655535
get infect,7.773080375655535
ccp even,7.773080375655535
celebs,7.773080375655535
bring bully,7.773080375655535
celebrate,7.773080375655535
go far,7.773080375655535
bring coronavirus,7.773080375655535
cease desist,7.773080375655535
bro,7.773080375655535
destroy america,7.773080375655535
bts corona,7.773080375655535
global bully,7.773080375655535
bu,7.773080375655535
bud,7.773080375655535
buffoon,7.773080375655535
give stupid,7.773080375655535
give opportunity,7.773080375655535
get mad,7.773080375655535
give fuck,7.773080375655535
give free,7.773080375655535
give advice,7.773080375655535
ccp believe,7.773080375655535
device administration,7.773080375655535
girl get,7.773080375655535
bullshit way,7.773080375655535
get well,7.773080375655535
devisive,7.773080375655535
get want,7.773080375655535
get start,7.773080375655535
get seatbelt,7.773080375655535
devisive entitle,7.773080375655535
get need,7.773080375655535
fuck moron,7.773080375655535
fuck ccp,7.773080375655535
fuck bully,7.773080375655535
bully human,7.773080375655535
bully fuck,7.773080375655535
cancellation insurance,7.773080375655535
bully govt,7.773080375655535
first place,7.773080375655535
first lady,7.773080375655535
cancellation,7.773080375655535
firm,7.773080375655535
divisive,7.773080375655535
cancel refund,7.773080375655535
canadian,7.773080375655535
find something,7.773080375655535
find cure,7.773080375655535
divisiveness,7.773080375655535
finally run,7.773080375655535
dnc,7.773080375655535
flood corona,7.773080375655535
finally come,7.773080375655535
can't pay,7.773080375655535
filthy,7.773080375655535
doctor nurse,7.773080375655535
doctor scientist,7.773080375655535
bully innocent,7.773080375655535
fight deadly,7.773080375655535
fight covid19,7.773080375655535
can't intimidate,7.773080375655535
dodge,7.773080375655535
dodge bullet,7.773080375655535
fight back,7.773080375655535
bully isolate,7.773080375655535
fellow american,7.773080375655535
bully front,7.773080375655535
disturb,7.773080375655535
care work,7.773080375655535
dismiss fake,7.773080375655535
front page,7.773080375655535
care one,7.773080375655535
friendship,7.773080375655535
care health,7.773080375655535
care coronavirus,7.773080375655535
freeze,7.773080375655535
bully coward,7.773080375655535
capacity con,7.773080375655535
bully coworkers,7.773080375655535
fragile,7.773080375655535
bully day,7.773080375655535
foxnews,7.773080375655535
bully democrat,7.773080375655535
former,7.773080375655535
disney,7.773080375655535
bully free,7.773080375655535
foreigner,7.773080375655535
disregard,7.773080375655535
capable,7.773080375655535
bully entire,7.773080375655535
bully eu,7.773080375655535
cannot stop,7.773080375655535
cannot control,7.773080375655535
fo,7.773080375655535
cannot bribe,7.773080375655535
flu spanish,7.773080375655535
bully fear,7.773080375655535
flotation device,7.773080375655535
flotation,7.773080375655535
district,7.773080375655535
approval,7.773080375655535
eff,7.773080375655535
lately,7.773080375655535
look excuse,7.773080375655535
america's,7.773080375655535
coronavirus twitter,7.773080375655535
coronavirus case,7.773080375655535
coronavirus care,7.773080375655535
landlord,7.773080375655535
lang,7.773080375655535
agree trump,7.773080375655535
coronavirus threat,7.773080375655535
lie cheat,7.773080375655535
look health,7.773080375655535
abduction school,7.773080375655535
lash,7.773080375655535
coronavirus cannot,7.773080375655535
agency,7.773080375655535
junior,7.773080375655535
loose,7.773080375655535
america know,7.773080375655535
abduction,7.773080375655535
ki,7.773080375655535
cook,7.773080375655535
kenyan,7.773080375655535
country dont,7.773080375655535
19 threat,7.773080375655535
19 thing,7.773080375655535
keep u,7.773080375655535
coronavirus chinesevirus,7.773080375655535
country help,7.773080375655535
19 test,7.773080375655535
lack leadership,7.773080375655535
amazing,7.773080375655535
look asian,7.773080375655535
keep safe,7.773080375655535
comply,7.773080375655535
congratulation,7.773080375655535
keep bullying,7.773080375655535
continue speak,7.773080375655535
country like,7.773080375655535
judge,7.773080375655535
coronavirus think,7.773080375655535
absent,7.773080375655535
american political,7.773080375655535
19 i'm,7.773080375655535
compliance buy,7.773080375655535
coronavirus take,7.773080375655535
john,7.773080375655535
loved,7.773080375655535
loved one,7.773080375655535
19 hoax,7.773080375655535
19 quit,7.773080375655535
coronavirus patient,7.773080375655535
job stop,7.773080375655535
afraid pres,7.773080375655535
conquer,7.773080375655535
jim,7.773080375655535
afraid bully,7.773080375655535
cooperate china,7.773080375655535
american need,7.773080375655535
coronavirus task,7.773080375655535
19 know,7.773080375655535
lot people,7.773080375655535
coronavirus bring,7.773080375655535
lose control,7.773080375655535
coronavirus briefing,7.773080375655535
lose mind,7.773080375655535
coronavirus bad,7.773080375655535
country virus,7.773080375655535
lie away,7.773080375655535
19 need,7.773080375655535
know talk,7.773080375655535
19 much,7.773080375655535
joke corona,7.773080375655535
continue ruin,7.773080375655535
african virus,7.773080375655535
american life,7.773080375655535
lost,7.773080375655535
coronavirus many,7.773080375655535
19 update,7.773080375655535
lawyer,7.773080375655535
know corona,7.773080375655535
coronavirus fuck,7.773080375655535
know get,7.773080375655535
knowledge,7.773080375655535
contrast,7.773080375655535
costume,7.773080375655535
50,7.773080375655535
allegedly,7.773080375655535
corporation,7.773080375655535
corporation act,7.773080375655535
coronavirususa,7.773080375655535
coronavirus kick,7.773080375655535
limited,7.773080375655535
allege,7.773080375655535
like big,7.773080375655535
coronavirus know,7.773080375655535
lisa,7.773080375655535
know go,7.773080375655535
allergy,7.773080375655535
convince go,7.773080375655535
contract coronavirus,7.773080375655535
know think,7.773080375655535
coronavirus ignore,7.773080375655535
like school,7.773080375655535
know nothing,7.773080375655535
coronavirus intimidate,7.773080375655535
correctness,7.773080375655535
like high,7.773080375655535
like shit,7.773080375655535
know good,7.773080375655535
corrupt lie,7.773080375655535
know many,7.773080375655535
correct name,7.773080375655535
confidence,7.773080375655535
know know,7.773080375655535
confirmed,7.773080375655535
know he's,7.773080375655535
coronavirus even,7.773080375655535
condemn,7.773080375655535
alot,7.773080375655535
alter,7.773080375655535
200,7.773080375655535
2 week,7.773080375655535
logical,7.773080375655535
80 continue,7.773080375655535
countless,7.773080375655535
airport,7.773080375655535
9,7.773080375655535
kid virus,7.773080375655535
33,7.773080375655535
90,7.773080375655535
conversation,7.773080375655535
compromise,7.773080375655535
coronavirus let,7.773080375655535
kid coronavirus,7.773080375655535
aapi,7.773080375655535
country close,7.773080375655535
2019,7.773080375655535
lmfao,7.773080375655535
24,7.773080375655535
kim,7.773080375655535
knee,7.773080375655535
kung flu,7.773080375655535
7 year,7.773080375655535
coronavirus well,7.773080375655535
already spread,7.773080375655535
kind bullying,7.773080375655535
coronavirus last,7.773080375655535
control bully,7.773080375655535
25,7.773080375655535
kind bully,7.773080375655535
could get,7.773080375655535
lifetime bully,7.773080375655535
could possibly,7.773080375655535
little bully,7.773080375655535
24 hour,7.773080375655535
19 he's,7.773080375655535
like president,7.773080375655535
coronavi,7.773080375655535
anything else,7.773080375655535
anyone else,7.773080375655535
anyone's,7.773080375655535
make people,7.773080375655535
islamic,7.773080375655535
accurate,7.773080375655535
make point,7.773080375655535
corona everyone,7.773080375655535
15 day,7.773080375655535
irrelevant,7.773080375655535
corona come,7.773080375655535
coverup,7.773080375655535
irl,7.773080375655535
iranian,7.773080375655535
anything say,7.773080375655535
coronavirus serious,7.773080375655535
100 hack,7.773080375655535
corona gonna,7.773080375655535
antiasian,7.773080375655535
corona like,7.773080375655535
corona stop,7.773080375655535
issue like,7.773080375655535
italian,7.773080375655535
corona stuff,7.773080375655535
community bully,7.773080375655535
corona time,7.773080375655535
item,7.773080375655535
admire,7.773080375655535
constantly bully,7.773080375655535
coronavirus put,7.773080375655535
let spread,7.773080375655535
advance,7.773080375655535
commercial,7.773080375655535
additional,7.773080375655535
across country,7.773080375655535
let anyone,7.773080375655535
conquer world,7.773080375655535
actually know,7.773080375655535
coronavirus relief,7.773080375655535
man baby,7.773080375655535
appal,7.773080375655535
actually think,7.773080375655535
malignant narcissistic,7.773080375655535
comfort,7.773080375655535
international organization,7.773080375655535
less time,7.773080375655535
covid19 bully,7.773080375655535
coronavirus response,7.773080375655535
actively,7.773080375655535
male,7.773080375655535
malaria,7.773080375655535
leftist,7.773080375655535
corbyn,7.773080375655535
coronavirus seem,7.773080375655535
apart,7.773080375655535
intimidate submission,7.773080375655535
covid virus,7.773080375655535
invasion,7.773080375655535
makeup,7.773080375655535
covid test,7.773080375655535
invite,7.773080375655535
legacy,7.773080375655535
make think,7.773080375655535
come trump,7.773080375655535
cor,7.773080375655535
10 year,7.773080375655535
make anything,7.773080375655535
make money,7.773080375655535
19 death,7.773080375655535
lying bully,7.773080375655535
lethal,7.773080375655535
maintain,7.773080375655535
af,7.773080375655535
affect people,7.773080375655535
japanese,7.773080375655535
lead increase,7.773080375655535
jan,7.773080375655535
19 even,7.773080375655535
afford,7.773080375655535
jay,7.773080375655535
access,7.773080375655535
abusive,7.773080375655535
coronavirus still,7.773080375655535
19 get,7.773080375655535
17,7.773080375655535
madness,7.773080375655535
cootie,7.773080375655535
announcement,7.773080375655535
make america,7.773080375655535
jc,7.773080375655535
leadership bully,7.773080375655535
court justice,7.773080375655535
user could,7.549936824341326
punk,7.549936824341326
minority,7.549936824341326
shut fuck,7.549936824341326
work economic,7.549936824341326
carrier,7.549936824341326
sunday,7.549936824341326
user covid19,7.549936824341326
get u,7.549936824341326
user give,7.549936824341326
miracle,7.549936824341326
bully etc,7.549936824341326
user matter,7.549936824341326
coronavirus leave,7.549936824341326
sheep,7.549936824341326
trump bad,7.549936824341326
sex,7.549936824341326
racist towards,7.549936824341326
user dear,7.549936824341326
gaslighting,7.549936824341326
gaslight bully,7.549936824341326
racist xenophobic,7.549936824341326
lift,7.549936824341326
sugar,7.549936824341326
cannot lie,7.549936824341326
user may,7.549936824341326
gaslight virus,7.549936824341326
constitute,7.549936824341326
cat,7.549936824341326
continue call,7.549936824341326
bullet,7.549936824341326
case corona,7.549936824341326
constant,7.549936824341326
bully fire,7.549936824341326
user i'm,7.549936824341326
worth,7.549936824341326
liar bully,7.549936824341326
conservative,7.549936824341326
suffering,7.549936824341326
rather bully,7.549936824341326
private,7.549936824341326
device,7.549936824341326
dipshit,7.549936824341326
pritipatel,7.549936824341326
bully brag,7.549936824341326
abortion,7.549936824341326
user mike,7.549936824341326
abuse bully,7.549936824341326
gift,7.549936824341326
rat,7.549936824341326
giant,7.549936824341326
like crazy,7.549936824341326
like coronavirus,7.549936824341326
coronavirus really,7.549936824341326
flow,7.549936824341326
superpower,7.549936824341326
corner,7.549936824341326
fully,7.549936824341326
user medium,7.549936824341326
trump racist,7.549936824341326
5th grade,7.549936824341326
surely,7.549936824341326
psa,7.549936824341326
gender,7.549936824341326
bully 4,7.549936824341326
user long,7.549936824341326
let virus,7.549936824341326
mortality,7.549936824341326
protect virus,7.549936824341326
user lol,7.549936824341326
bully change,7.549936824341326
mortality rate,7.549936824341326
die due,7.549936824341326
diagnosis,7.549936824341326
shame virus,7.549936824341326
careful,7.549936824341326
workplace,7.549936824341326
discover,7.549936824341326
quid,7.549936824341326
"

",7.549936824341326
die virus,7.549936824341326
coronavirus like,7.549936824341326
show true,7.549936824341326
discredit,7.549936824341326
work time,7.549936824341326
cause chinese,7.549936824341326
put u,7.549936824341326
quality,7.549936824341326
user god,7.549936824341326
let people,7.549936824341326
shout chinese,7.549936824341326
proper name,7.549936824341326
die chinese,7.549936824341326
get away,7.549936824341326
die covid,7.549936824341326
bully civil,7.549936824341326
trump bullying,7.549936824341326
fuel,7.549936824341326
bully always,7.549936824341326
didnt,7.549936824341326
lie coronavirus,7.549936824341326
shameless,7.549936824341326
quo,7.549936824341326
continued,7.549936824341326
user dont,7.549936824341326
bully belittle,7.549936824341326
racism misogyny,7.549936824341326
bully care,7.549936824341326
production,7.549936824341326
misogynist,7.549936824341326
life bully,7.549936824341326
mostly,7.549936824341326
trump many,7.549936824341326
ability,7.549936824341326
trump meet,7.549936824341326
bully bigot,7.549936824341326
user donald,7.549936824341326
life learn,7.549936824341326
forward,7.549936824341326
lifetime,7.549936824341326
form bullying,7.549936824341326
caring,7.549936824341326
racism chinese,7.549936824341326
user dude,7.549936824341326
user dumb,7.549936824341326
supreme,7.549936824341326
bully company,7.549936824341326
bully compliance,7.549936824341326
publicly,7.549936824341326
friends,7.549936824341326
let corona,7.549936824341326
lie trump,7.549936824341326
user fail,7.549936824341326
shamble,7.549936824341326
99,7.549936824341326
user guess,7.549936824341326
user love,7.549936824341326
di,7.549936824341326
misogyny,7.549936824341326
misogynistic,7.549936824341326
vs,7.549936824341326
use virus,7.549936824341326
like people,7.549936824341326
er,7.549936824341326
bully something,7.549936824341326
maga,7.549936824341326
19 coronavirus,7.549936824341326
scenario,7.549936824341326
19 case,7.549936824341326
ridicule,7.549936824341326
even bad,7.549936824341326
u world,7.549936824341326
european,7.549936824341326
bully stand,7.549936824341326
busy bully,7.549936824341326
europe,7.549936824341326
u user,7.549936824341326
try make,7.549936824341326
business owner,7.549936824341326
etc etc,7.549936824341326
u u,7.549936824341326
establishment,7.549936824341326
yet another,7.549936824341326
especially use,7.549936824341326
dumb bully,7.549936824341326
u think,7.549936824341326
corona user,7.549936824341326
u see,7.549936824341326
risk life,7.549936824341326
taylor,7.549936824341326
lying cheating,7.549936824341326
even stir,7.549936824341326
every person,7.549936824341326
everything would,7.549936824341326
resist,7.549936824341326
resistant,7.549936824341326
resort,7.549936824341326
bully racism,7.549936824341326
year ago,7.549936824341326
school get,7.549936824341326
response coronavirus,7.549936824341326
response covid,7.549936824341326
bully shit,7.549936824341326
un,7.549936824341326
lower,7.549936824341326
even though,7.549936824341326
coronavirus away,7.549936824341326
